Country Name,Country Code,Series Name,Series Code,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Puerto Rico,PRI,Forest area (sq. km),AG.LND.FRST.K2,4665.3,4727.6,4789.9,4852.2,4914.5,4919.36,4924.22,4929.08,4933.94,4938.8,4943.7,4948.6,4953.5,..,..
Qatar,QAT,CO2 emissions (kt),EN.ATM.CO2E.KT,44980,51050,55230,57170,62270,65770,73290,74600,80400,83310,85280,87680,90170,..,..
Qatar,QAT,Forest area (sq. km),AG.LND.FRST.K2,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Romania,ROU,CO2 emissions (kt),EN.ATM.CO2E.KT,98940,96440,95210,80520,77500,83950,81730,72010,71410,72900,71140,74100,74880,..,..
Romania,ROU,Forest area (sq. km),AG.LND.FRST.K2,64554,64703,64852,65001,65150,65921.92,66693.84,67465.76,68237.68,69009.6,69290.5,69290.5,69290.5,..,..
Rwanda,RWA,CO2 emissions (kt),EN.ATM.CO2E.KT,510,540,530,560,570,650,720,780,810,930,1050,1050,1080,..,..
Rwanda,RWA,Forest area (sq. km),AG.LND.FRST.K2,2738,2716,2694,2672,2650,2660,2670,2680,2690,2700,2720,2730,2740,..,..
Samoa,WSM,CO2 emissions (kt),EN.ATM.CO2E.KT,190,190,190,190,190,200,200,200,210,240,300,300,320,..,..
Samoa,WSM,Forest area (sq. km),AG.LND.FRST.K2,1684.18,1679.36,1674.54,1669.72,1664.9,1660.06,1655.22,1650.38,1645.54,1640.7,1635.9,1631.1,1626.3,..,..
San Marino,SMR,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,Forest area (sq. km),AG.LND.FRST.K2,10,10,10,10,10,10,10,10,10,10,10,10,10,..,..
Sao Tome and Principe,STP,CO2 emissions (kt),EN.ATM.CO2E.KT,80,80,90,90,100,100,120,120,120,120,120,130,140,..,..
Sao Tome and Principe,STP,Forest area (sq. km),AG.LND.FRST.K2,582.04,581.78,581.52,581.26,581,574.8,568.6,562.4,556.2,550,543.8,537.6,531.4,..,..
Senegal,SEN,CO2 emissions (kt),EN.ATM.CO2E.KT,5570,6200,6400,6650,7030,7570,7460,8010,8570,9280,9920,9570,9860,..,..
Senegal,SEN,Forest area (sq. km),AG.LND.FRST.K2,86221.6,85836.6,85451.6,85066.6,84681.6,84281.6,83881.6,83481.6,83081.6,82681.6,82281.6,81881.6,81481.6,..,..
Serbia,SRB,CO2 emissions (kt),EN.ATM.CO2E.KT,53760,52580,51350,47070,46660,50810,45450,46150,38720,45160,46240,46900,45540,..,..
Serbia,SRB,Forest area (sq. km),AG.LND.FRST.K2,26118,26371,26624,26877,27130,27143.06,27156.12,27169.18,27182.24,27195.3,27201.8,27218.6,27220,..,..
Seychelles,SYC,CO2 emissions (kt),EN.ATM.CO2E.KT,740,650,700,510,440,400,450,410,460,500,540,590,620,..,..
Seychelles,SYC,Forest area (sq. km),AG.LND.FRST.K2,337,337,337,337,337,337,337,337,337,337,337,337,337,..,..
Sierra Leone,SLE,CO2 emissions (kt),EN.ATM.CO2E.KT,630,540,550,550,590,770,890,1070,1180,940,960,970,1020,..,..
Sierra Leone,SLE,Forest area (sq. km),AG.LND.FRST.K2,28110.68,27913.41,27716.14,27518.87,27321.6,27124.34,26927.08,26729.82,26532.56,26335.3,26138,25940.7,25743.4,..,..
Singapore,SGP,CO2 emissions (kt),EN.ATM.CO2E.KT,37170,38290,38420,38830,42410,44770,43690,43920,44460,45500,46160,47430,47360,..,..
Singapore,SGP,Forest area (sq. km),AG.LND.FRST.K2,174.496,175.223,175.95,176.677,177.404,174.866,172.328,169.79,167.252,164.714,162.855,161.1,159.3,..,..
Sint Maarten (Dutch part),SXM,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,..,..
Slovak Republic,SVK,CO2 emissions (kt),EN.ATM.CO2E.KT,37880,37220,37050,33840,35450,34130,32370,32940,30450,30750,31500,33580,33000,..,..
Slovak Republic,SVK,Forest area (sq. km),AG.LND.FRST.K2,19113.1,19129.6,19146.1,19162.6,19179.1,19186.78,19194.46,19202.14,19209.82,19217.5,19233.7,19259,19259,..,..
Slovenia,SVN,CO2 emissions (kt),EN.ATM.CO2E.KT,16310,16300,17390,15530,15810,15730,15170,14600,13170,13170,13930,14140,14050,..,..
Slovenia,SVN,Forest area (sq. km),AG.LND.FRST.K2,12414,12428,12442,12456,12470,12472,12474,12476,12478,12480,12459.7,12439.3,12419,..,..
Solomon Islands,SLB,CO2 emissions (kt),EN.ATM.CO2E.KT,330,340,320,330,340,350,360,390,340,310,360,350,370,..,..
Solomon Islands,SLB,Forest area (sq. km),AG.LND.FRST.K2,25332.08,25324.76,25317.44,25310.12,25302.8,25295.48,25288.16,25280.84,25273.52,25266.2,25258.9,25251.6,25244.3,..,..
Somalia,SOM,CO2 emissions (kt),EN.ATM.CO2E.KT,580,620,620,610,630,630,630,650,650,650,660,660,690,..,..
Somalia,SOM,Forest area (sq. km),AG.LND.FRST.K2,70545,69777.5,69010,68242.5,67475,66707.5,65940,65172.5,64405,63637.5,62870,62102.5,61335,..,..
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,379560,396900,426560,404020,425110,409120,426710,436870,447980,424880,425180,435140,433250,..,..
South Africa,ZAF,Forest area (sq. km),AG.LND.FRST.K2,175596.9,175232.9,174868.9,174504.9,174140.9,173776.9,173412.9,173048.9,172684.9,172320.9,171956.9,171592.9,171228.9,..,..
South Sudan,SSD,CO2 emissions (kt),EN.ATM.CO2E.KT,0,0,0,0,0,0,1420,1450,1530,1970,1730,1520,1380,..,..
South Sudan,SSD,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,71570,71570,71570,71570,71570,71570,71570,71570,..,..
Sri Lanka,LKA,CO2 emissions (kt),EN.ATM.CO2E.KT,12410,13590,12810,12290,13070,15420,16830,14480,17600,20360,21930,23310,21630,..,..
Sri Lanka,LKA,Forest area (sq. km),AG.LND.FRST.K2,21287.4,21224.6,21161.8,21099,21036.2,21086.6,21137,21187.4,21237.8,21288.2,21256.6,21225,21193.4,..,..
St. Kitts and Nevis,KNA,CO2 emissions (kt),EN.ATM.CO2E.KT,230,250,250,700,240,260,350,230,230,240,250,240,260,..,..
St. Kitts and Nevis,KNA,Forest area (sq. km),AG.LND.FRST.K2,110,110,110,110,110,110,110,110,110,110,110,110,110,..,..
St. Lucia,LCA,CO2 emissions (kt),EN.ATM.CO2E.KT,410,320,320,1050,400,380,520,320,360,380,350,370,390,..,..
St. Lucia,LCA,Forest area (sq. km),AG.LND.FRST.K2,208.66,208.42,208.18,207.94,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,..,..
St. Martin (French part),MAF,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,Forest area (sq. km),AG.LND.FRST.K2,10,10,10,10,10,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,..,..
St. Vincent and the Grenadines,VCT,CO2 emissions (kt),EN.ATM.CO2E.KT,250,300,220,990,250,230,400,220,290,220,270,270,280,..,..
St. Vincent and the Grenadines,VCT,Forest area (sq. km),AG.LND.FRST.K2,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,..,..
Sudan,SDN,CO2 emissions (kt),EN.ATM.CO2E.KT,12440,13420,14510,14980,15870,15350,15210,14500,15330,17800,20480,20340,20200,..,..
Sudan,SDN,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,199069.22,197326.74,195584.26,193841.78,192099.3,190481.9,188760.3,187038.7,..,..
Suriname,SUR,CO2 emissions (kt),EN.ATM.CO2E.KT,1530,1410,1460,1450,1740,1950,2440,2290,2640,2750,2310,2130,2080,..,..
Suriname,SUR,Forest area (sq. km),AG.LND.FRST.K2,153162.64,153121.63,153080.62,153039.61,152998.6,152902.22,152805.84,152709.46,152613.08,152516.7,152403.2,152330.2,152207.8,..,..
Sweden,SWE,CO2 emissions (kt),EN.ATM.CO2E.KT,48900,47140,46150,42880,48130,44590,42150,40550,39100,39200,38790,38330,36000,..,..
Sweden,SWE,Forest area (sq. km),AG.LND.FRST.K2,281090,281000,280910,280820,280730,280544,280358,280172,279986,279800,279800,279800,279800,..,..
Syrian Arab Republic,SYR,CO2 emissions (kt),EN.ATM.CO2E.KT,58830,62120,64060,59160,59700,55920,45990,30530,27070,26040,26460,29100,27910,..,..
Syrian Arab Republic,SYR,Forest area (sq. km),AG.LND.FRST.K2,4680.8,4740.8,4800.8,4860.8,4920.8,4980.8,5040.8,5100.8,5160.8,5220.8,5220.8,5220.8,5220.8,..,..
Tajikistan,TJK,CO2 emissions (kt),EN.ATM.CO2E.KT,2670,3250,3030,2390,2420,2540,2990,3160,4470,4760,5960,6370,7330,..,..
Tajikistan,TJK,Forest area (sq. km),AG.LND.FRST.K2,4100,4100,4100,4100,4100,4123.6,4147.2,4170.8,4194.4,4218,4218,4218,4218,..,..
Tanzania,TZA,CO2 emissions (kt),EN.ATM.CO2E.KT,6060,5910,6100,5930,6910,8160,9870,10810,10720,11690,10920,11360,11580,..,..
Tanzania,TZA,Forest area (sq. km),AG.LND.FRST.K2,514380.1,510660.1,506940.1,503220.1,499500.1,495780.08,492060.06,488340.04,484620.02,480900,476210,471520,466830,..,..
Thailand,THA,CO2 emissions (kt),EN.ATM.CO2E.KT,218090,224150,228310,221300,235520,234620,252070,262460,258660,263080,260720,260660,257860,..,..
Thailand,THA,Forest area (sq. km),AG.LND.FRST.K2,196430,197505,198580,199655,200730,200706,200682,200658,200634,200610,200170,199810,199450,..,..
Timor-Leste,TLS,CO2 emissions (kt),EN.ATM.CO2E.KT,200,200,210,230,240,250,300,460,530,610,690,600,640,..,..
Timor-Leste,TLS,Forest area (sq. km),AG.LND.FRST.K2,9407,9393,9379,9365,9351,9337,9323,9309,9295,9281,9267,9256,9239,..,..
Togo,TGO,CO2 emissions (kt),EN.ATM.CO2E.KT,1570,1500,1570,2820,2630,2510,2230,1750,1590,1820,2300,2070,2260,..,..
Togo,TGO,Forest area (sq. km),AG.LND.FRST.K2,12507.076,12477.482,12447.888,12418.294,12388.7,12359.1,12329.5,12299.9,12270.3,12240.7,12211.1,12181.5,12151.9,..,..
Tonga,TON,CO2 emissions (kt),EN.ATM.CO2E.KT,150,130,130,140,120,110,110,120,110,110,150,180,190,..,..
Tonga,TON,Forest area (sq. km),AG.LND.FRST.K2,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,..,..
Trinidad and Tobago,TTO,CO2 emissions (kt),EN.ATM.CO2E.KT,22220,22070,21140,20190,22620,23190,22120,22730,21920,21260,18230,18190,17760,..,..
Trinidad and Tobago,TTO,Forest area (sq. km),AG.LND.FRST.K2,2341.06,2336.82,2332.58,2328.34,2324.1,2319.86,2315.62,2311.38,2307.14,2302.9,2298.7,2294.5,2290.3,..,..
Tunisia,TUN,CO2 emissions (kt),EN.ATM.CO2E.KT,24070,24520,24790,25090,27440,25720,26680,26770,28830,29670,28990,29890,29980,..,..
Tunisia,TUN,Forest area (sq. km),AG.LND.FRST.K2,6795.98,6815.56,6835.14,6854.72,6874.3,6889.6,6904.9,6920.2,6935.5,6950.8,6966.1,6981.4,6996.7,..,..
Turkmenistan,TKM,CO2 emissions (kt),EN.ATM.CO2E.KT,49730,56200,56850,50380,57360,63410,66300,67780,69490,72080,72020,71960,71730,..,..
Turkmenistan,TKM,Forest area (sq. km),AG.LND.FRST.K2,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,..,..
Turks and Caicos Islands,TCA,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,Forest area (sq. km),AG.LND.FRST.K2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,..,..
Tuvalu,TUV,CO2 emissions (kt),EN.ATM.CO2E.KT,10,10,10,10,10,10,10,10,10,10,10,10,10,..,..
Tuvalu,TUV,Forest area (sq. km),AG.LND.FRST.K2,10,10,10,10,10,10,10,10,10,10,10,10,10,..,..
Uganda,UGA,CO2 emissions (kt),EN.ATM.CO2E.KT,2600,2940,3180,3410,3850,4160,3910,4270,4740,4860,5670,5840,6130,..,..
Uganda,UGA,Forest area (sq. km),AG.LND.FRST.K2,29154.32,28741.79,28329.26,27916.73,27504.2,27091.68,26679.16,26266.64,25854.12,25441.6,25029.1,24616.6,24204.1,..,..
Ukraine,UKR,CO2 emissions (kt),EN.ATM.CO2E.KT,303990,312140,301330,252290,269460,283520,277290,268600,237610,190870,201250,174840,185370,..,..
Ukraine,UKR,Forest area (sq. km),AG.LND.FRST.K2,95328,95366,95404,95442,95480,95698,95916,96134,96352,96570,96640,96710,96780,..,..
United Arab Emirates,ARE,CO2 emissions (kt),EN.ATM.CO2E.KT,121460,131690,156200,157180,162820,166320,175730,184100,183840,194040,199460,208250,200300,..,..
United Arab Emirates,ARE,Forest area (sq. km),AG.LND.FRST.K2,3141.52,3149.39,3157.26,3165.13,3173,3173,3173,3173,3173,3173,3173,3173,3173,..,..
Uruguay,URY,CO2 emissions (kt),EN.ATM.CO2E.KT,6330,5850,7750,7670,6280,7610,8520,7360,6500,6590,6530,6080,6520,..,..
Uruguay,URY,Forest area (sq. km),AG.LND.FRST.K2,15863.8,16226.1,16588.4,16950.7,17313,17690.4,18067.8,18445.2,18822.6,19200,19470,19680,19890,..,..
Uzbekistan,UZB,CO2 emissions (kt),EN.ATM.CO2E.KT,121930,118350,124200,114360,122560,125040,111290,113130,105410,101530,107350,111380,112090,..,..
Uzbekistan,UZB,Forest area (sq. km),AG.LND.FRST.K2,31943.444,32331.583,32719.722,33107.861,33496,33895.6,34295.2,34694.8,35094.4,35494,35863,36121.36,36379.8,..,..
Vanuatu,VUT,CO2 emissions (kt),EN.ATM.CO2E.KT,70,110,100,130,130,130,120,110,160,140,180,170,180,..,..
Vanuatu,VUT,Forest area (sq. km),AG.LND.FRST.K2,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,4423,..,..
"Venezuela, RB",VEN,CO2 emissions (kt),EN.ATM.CO2E.KT,149890,152780,163490,163930,171400,170180,183930,187680,188350,173880,162060,148740,138160,..,..
"Venezuela, RB",VEN,Forest area (sq. km),AG.LND.FRST.K2,481634,479988,478342,476696,475050,473406,471762,470118,468474,466830,465432.6,464281.8,463377.6,..,..
Vietnam,VNM,CO2 emissions (kt),EN.ATM.CO2E.KT,95760,105380,117620,131720,149440,149020,147270,153630,168560,209200,223870,222130,257860,..,..
Vietnam,VNM,Forest area (sq. km),AG.LND.FRST.K2,127464.76,129068.72,130672.68,132276.64,133880.6,135228.2,136575.8,137923.4,139271,140618.6,143776.8,144153.9,144912.9,..,..
Virgin Islands (U.S.),VIR,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,Forest area (sq. km),AG.LND.FRST.K2,192.46,190.42,188.38,186.34,184.3,185.76,187.22,188.68,190.14,191.6,193.1,194.6,196.1,..,..
West Bank and Gaza,PSE,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,Forest area (sq. km),AG.LND.FRST.K2,91.7000007629395,91.7000007629395,91.7000007629395,91.7000007629395,91.7000007629395,91.7000007629395,91.7000007629395,91.7000007629395,91.7000007629395,91.7000007629395,91.7000007629395,..,..,..,..
"Yemen, Rep.",YEM,CO2 emissions (kt),EN.ATM.CO2E.KT,19410,20630,22010,25650,23990,20690,19680,26350,26710,14210,10880,10060,9310,..,..
"Yemen, Rep.",YEM,Forest area (sq. km),AG.LND.FRST.K2,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,5490,..,..
Zambia,ZMB,CO2 emissions (kt),EN.ATM.CO2E.KT,2180,1980,2180,2470,2640,3060,4020,4240,4800,5070,5590,6990,7740,..,..
Zambia,ZMB,Forest area (sq. km),AG.LND.FRST.K2,468392,468034,467676,467318,466960,465078.2,463196.4,461314.6,459432.8,457551,455668,453786.7,451904.6,..,..
Zimbabwe,ZWE,CO2 emissions (kt),EN.ATM.CO2E.KT,9830,9760,7600,7750,9810,11490,12110,12360,12150,12400,10990,10230,12270,..,..
Zimbabwe,ZWE,Forest area (sq. km),AG.LND.FRST.K2,180895.6,180434.9,179974.2,179513.5,179052.8,178592.1,178131.4,177670.7,177210,176749.3,176288.6,175827.9,175367.2,..,..
Africa Eastern and Southern,AFE,CO2 emissions (kt),EN.ATM.CO2E.KT,476590.299877129,500147.184546258,533634.514562978,515682.543832365,543808.651820938,535604.357505138,559333.857277447,580510.924988882,601860.163982524,586385.004028878,592299.593958805,601323.394690938,600351.133332593,..,..
Africa Eastern and Southern,AFE,Forest area (sq. km),AG.LND.FRST.K2,4622150.756,4597665.292,4573179.828,4548694.364,4524208.9,4765400.98,4734211.36,4703021.74,4671832.12,4640642.5,4607876.1,4575901.2,4544314.78,..,..
Africa Western and Central,AFW,CO2 emissions (kt),EN.ATM.CO2E.KT,153210,153350,157600,145550,165750,179070,181740,191990,198440,193060,195120,201900,224380,..,..
Africa Western and Central,AFW,Forest area (sq. km),AG.LND.FRST.K2,1903460.096,1895126.472,1886792.848,1878459.224,1870125.6,1862169.28,1854212.96,1846256.64,1838300.32,1830344,1822960.779,1815608.1,1807898.6,..,..
Arab World,ARB,CO2 emissions (kt),EN.ATM.CO2E.KT,1225851.31236809,1282565.18905739,1385236.68921583,1453510.27408105,1533835.68328257,1564748.61270522,1675996.99451633,1706809.49206951,1784413.19760842,1828844.25666163,1846600.61118379,1865421.54352234,1863603.72668494,..,..
Arab World,ARB,Forest area (sq. km),AG.LND.FRST.K2,192215.100000763,191997.450000763,191779.800000763,191562.150000763,191344.500000763,389730.660000763,387305.120000763,384879.580000763,382454.040000763,380028.500000763,377720.900000763,375090.3,372532.7,..,..
Caribbean small states,CSS,CO2 emissions (kt),EN.ATM.CO2E.KT,42900,42970,39950,48680,39680,41140,42870,41400,40210,39450,36580,35670,36920,..,..
Caribbean small states,CSS,Forest area (sq. km),AG.LND.FRST.K2,367011.52,366890.49,366769.46,366648.43,366527.4,366230.12,365932.84,365635.56,365338.28,365041,364757.9,364515.3,364223.4,..,..
Central Europe and the Baltics,CEB,CO2 emissions (kt),EN.ATM.CO2E.KT,750980,757920,740540,683460,708620,708790,682080,656190,635680,645360,656330,680750,676470,..,..
Central Europe and the Baltics,CEB,Forest area (sq. km),AG.LND.FRST.K2,366997.96,368368.02,369738.08,371108.14,372478.2,373931.3,375384.4,376837.5,378290.6,379743.7,380336.502,380939.984,381258,..,..
Early-demographic dividend,EAR,CO2 emissions (kt),EN.ATM.CO2E.KT,4910871.38036826,5228350.57010058,5445259.14399551,5611922.45401549,5871397.84639943,6097436.46226567,6382099.55815815,6455620.42245337,6786314.14661783,6852436.87383323,6961236.5406579,7207207.07929263,7400359.5242425,..,..
Early-demographic dividend,EAR,Forest area (sq. km),AG.LND.FRST.K2,7941155.70200076,7919566.47000076,7897977.23800076,7876388.00500076,7854798.77300076,7824271.58000076,7793744.38700076,7763217.19400076,7732690.00200076,7702162.80900076,7686795.30000076,7655430.06,7632887,..,..
East Asia & Pacific,EAS,CO2 emissions (kt),EN.ATM.CO2E.KT,10068470.8765328,10757242.9122241,10956090.9583491,11446424.057105,12423292.8821388,13409665.6283473,13756716.1009153,14185336.6519105,14155188.4516276,14136568.7385092,14170430.3914366,14433707.8899407,14810056.8744746,..,..
East Asia & Pacific,EAS,Forest area (sq. km),AG.LND.FRST.K2,6458851.693,6475568.109,6492284.525,6509000.941,6525717.357,6538256.81,6550796.263,6563335.716,6575875.17,6588414.623,6617999.125,6617836.7,6625321.5,..,..
East Asia & Pacific (excluding high income),EAP,CO2 emissions (kt),EN.ATM.CO2E.KT,7467099.63005968,8062943.96381154,8302969.73792014,8812611.99797747,9644902.01971465,10505942.7330843,10794379.6717816,11202249.4835804,11235090.2736051,11228610.1177171,11254610.7431934,11507916.8367761,11907866.4580451,..,..
East Asia & Pacific (excluding high income),EAP,Forest area (sq. km),AG.LND.FRST.K2,4727431.797,4746432.386,4765432.975,4784433.564,4803434.153,4809026.164,4814618.175,4820210.186,4825802.198,4831394.209,4851733.57,4851860.1,4859526.8,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,CO2 emissions (kt),EN.ATM.CO2E.KT,7388280,7997390,8230190,8757280,9593300,10468910,10755870,11174430,11203670,11203310,11224570,11485600,11889820,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Forest area (sq. km),AG.LND.FRST.K2,4664384.877,4683599.046,4702813.215,4722027.384,4741241.553,4747047.024,4752852.495,4758657.966,4764463.438,4770268.909,4790821.77,4791161.7,4799041.9,..,..
Euro area,EMU,CO2 emissions (kt),EN.ATM.CO2E.KT,2730260,2693450,2636270,2438490,2501370,2408310,2379020,2332350,2208030,2256340,2253030,2256530,2207420,..,..
Euro area,EMU,Forest area (sq. km),AG.LND.FRST.K2,1001775.556,1005704.3,1009633.043,1013561.787,1017490.53,1019686.45,1021882.37,1024078.29,1026274.21,1028470.13,1030071.2,1031881.2,1033420,..,..
Europe & Central Asia,ECS,CO2 emissions (kt),EN.ATM.CO2E.KT,6844736.25562898,6835622.54625027,6808431.64409291,6281559.09135102,6542802.06843192,6555060.50829955,6516141.96473289,6383963.13354585,6107967.96534974,6069600.2503719,6089580.3055483,6148128.37700757,6142069.26253052,..,..
Europe & Central Asia,ECS,Forest area (sq. km),AG.LND.FRST.K2,10463751.783,10476869.053,10489986.324,10503103.593,10516220.863,10521971.919,10527722.972,10533474.027,10539225.082,10544976.137,10551036.454,10557512.059,10562170.462,..,..
Europe & Central Asia (excluding high income),ECA,CO2 emissions (kt),EN.ATM.CO2E.KT,2866315.41264781,2912541.45761608,2973768.67087342,2725352.53066891,2877298.23191623,3042250.95817305,3033362.49038921,2973728.58759142,2886246.82462307,2807994.23733557,2837305.1372992,2893251.37815284,2949087.38998098,..,..
Europe & Central Asia (excluding high income),ECA,Forest area (sq. km),AG.LND.FRST.K2,8853259.512,8861925.269,8870591.027,8879256.783,8887922.541,8891039.055,8894155.567,8897272.08,8900388.594,8903505.107,8907642.552,8911931.175,8914682.962,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,CO2 emissions (kt),EN.ATM.CO2E.KT,3201678.07350311,3248439.98186905,3303436.3136876,3042599.43064726,3210142.90053165,3371465.47386607,3353744.43361343,3288680.46728164,3187913.96422831,3113343.34600293,3153613.88405586,3223185.74643835,3278021.79750843,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Forest area (sq. km),AG.LND.FRST.K2,8964529.512,8973500.269,8982471.027,8991441.783,9000412.541,9003715.055,9007017.567,9010320.08,9013622.594,9016925.107,9021233.754,9025717.259,9028614.062,..,..
European Union,EUU,CO2 emissions (kt),EN.ATM.CO2E.KT,3497050,3456800,3379180,3129340,3215040,3117130,3057640,2983560,2838990,2896820,2904100,2926600,2871000,..,..
European Union,EUU,Forest area (sq. km),AG.LND.FRST.K2,1546873.356,1551688.3,1556503.243,1561318.187,1566133.13,1569420.23,1572707.33,1575994.43,1579281.53,1582568.63,1584695.302,1586843.084,1588671.1,..,..
Fragile and conflict affected situations,FCS,CO2 emissions (kt),EN.ATM.CO2E.KT,589593.441158129,583572.912414411,619369.547724519,626665.612219025,671707.330650842,678687.062279153,723565.512134869,745929.338519784,772835.180645897,731376.557142715,733331.864367626,745603.453982299,771602.929738531,..,..
Fragile and conflict affected situations,FCS,Forest area (sq. km),AG.LND.FRST.K2,4695284.22500076,4674976.31800076,4654668.41200076,4634360.50500076,4614052.59900076,4860441.61500076,4834448.93000076,4808456.24600076,4782463.56300076,4756470.87900076,4729604.53100076,4703733.548,4678595.63,..,..
Heavily indebted poor countries (HIPC),HPC,CO2 emissions (kt),EN.ATM.CO2E.KT,112740,121540,128480,135980,146550,157750,164190,169460,179610,188990,197520,204450,211980,..,..
Heavily indebted poor countries (HIPC),HPC,Forest area (sq. km),AG.LND.FRST.K2,5488036.516,5462110.262,5436184.008,5410257.754,5384331.5,5553223.96,5521304.72,5489385.48,5457466.24,5425547,5391094.3,5357638.9,5324413.28,..,..
High income,HIC,CO2 emissions (kt),EN.ATM.CO2E.KT,13335232.465005,13505864.9834032,13237467.563315,12497886.731913,13023889.0117966,12779818.1652863,12635662.5795046,12733610.9241457,12533637.7248378,12490171.9366894,12388259.1860484,12320925.4316999,12366368.3272107,..,..
High income,HIC,Forest area (sq. km),AG.LND.FRST.K2,10090735.287,10098942.897,10107150.507,10115358.117,10123565.726,10137634.09,10151695.653,10165757.217,10179818.78,10193880.344,10205900.957,10205869.584,10208665.8,..,..
IBRD only,IBD,CO2 emissions (kt),EN.ATM.CO2E.KT,14452560,15353190,15854650,16275440,17496240,18689600,19263990,19763900,19941800,19845450,19902630,20344460,20938730,..,..
IBRD only,IBD,Forest area (sq. km),AG.LND.FRST.K2,24378470.104,24351786.338,24325102.573,24298418.806,24271735.041,24253670.955,24235606.867,24217542.78,24199478.694,24181414.607,24176884.724,24147934.957,24136296.662,..,..
IDA & IBRD total,IBT,CO2 emissions (kt),EN.ATM.CO2E.KT,15084787.4142322,16011930.2825911,16526875.0958379,16937581.8917485,18196514.9197533,19417415.8338957,19985125.2009012,20501044.1792102,20703760.9472236,20620736.7416826,20724486.9753909,21220900.8697318,21860535.5217268,..,..
IDA & IBRD total,IBT,Forest area (sq. km),AG.LND.FRST.K2,31013078.566,30956214.478,30899350.391,30842486.301,30785622.214,31001079.655,30944155.394,30887231.134,30830306.876,30773382.616,30730056.403,30663489.759,30614171.742,..,..
IDA blend,IDB,CO2 emissions (kt),EN.ATM.CO2E.KT,385540,395160,396420,377500,398410,414270,400120,415140,423580,424310,449690,474460,505410,..,..
IDA blend,IDB,Forest area (sq. km),AG.LND.FRST.K2,1348766.601,1345438.039,1342109.477,1338780.915,1335452.353,1332314.904,1329177.455,1326040.006,1322902.558,1319765.109,1316722.779,1314043.36,1311097.8,..,..
IDA only,IDX,CO2 emissions (kt),EN.ATM.CO2E.KT,239578.110180722,256075.666731316,268149.29750298,276843.540526849,293392.299922107,304298.505835442,311456.663519405,312058.04927499,328591.061064114,341495.372361914,363012.750837155,393010.68776403,407199.314404265,..,..
IDA only,IDX,Forest area (sq. km),AG.LND.FRST.K2,5285841.861,5258990.101,5232138.341,5205286.58,5178434.82,5415093.796,5379371.072,5343648.348,5307925.624,5272202.9,5236448.9,5201511.442,5166777.28,..,..
IDA total,IDA,CO2 emissions (kt),EN.ATM.CO2E.KT,627789.923400913,653864.653790597,667089.497614359,656519.756535291,694086.420178727,720951.601003854,713695.671365683,729482.982087283,754423.089864005,767965.184070425,814983.254246412,869798.90069809,915178.569633271,..,..
IDA total,IDA,Forest area (sq. km),AG.LND.FRST.K2,6634608.462,6604428.14,6574247.818,6544067.495,6513887.173,6747408.7,6708548.527,6669688.354,6630828.182,6591968.009,6553171.679,6515554.802,6477875.08,..,..
